"","player_id","year","serves","serves_won"
"16218",200048,"2000",NA,NA
"16219",200048,"1996",NA,NA
"16220",200048,"1999",NA,NA
"16221",200048,"2003",NA,NA
"16222",200048,"2005",NA,NA
"16223",200048,"2004",NA,NA
"16224",200048,"1998",NA,NA
"16225",200049,"1994",NA,NA
"16226",200049,"2001",NA,NA
"16227",200049,"2000",NA,NA
"16228",200049,"2002",NA,NA
"16229",200049,"2003",NA,NA
"16230",200049,"1995",NA,NA
"16231",200049,"1990",NA,NA
"16232",200049,"1996",NA,NA
"16233",200049,"1999",NA,NA
"16234",200049,"1988",NA,NA
"16235",200049,"1991",NA,NA
"16236",200049,"1989",NA,NA
"16237",200049,"2004",NA,NA
"16238",200049,"2005",NA,NA
"16239",200049,"1992",NA,NA
"16240",200049,"1993",NA,NA
"16241",200049,"1998",NA,NA
"16242",200049,"1997",NA,NA
"16243",200050,"2004",NA,NA
"16244",200050,"1995",NA,NA
"16245",200050,"1997",NA,NA
"16246",200050,"2001",NA,NA
"16247",200050,"2003",NA,NA
"16248",200050,"2005",NA,NA
"16249",200050,"1999",NA,NA
"16250",200050,"2000",NA,NA
"16251",200050,"2002",NA,NA
"16252",200050,"1998",NA,NA
"16253",200050,"1996",NA,NA
"16254",200055,"1996",NA,NA
"16255",200055,"1999",NA,NA
"16256",200055,"2003",NA,NA
"16257",200055,"2005",NA,NA
"16258",200055,"2006",NA,NA
"16259",200055,"2000",NA,NA
"16260",200055,"1998",NA,NA
"16261",200055,"1997",NA,NA
"16262",200055,"2004",NA,NA
"16263",200055,"2001",NA,NA
"16264",200055,"2002",NA,NA
"16265",200056,"2003",NA,NA
"16266",200056,"2001",NA,NA
"16267",200056,"1998",NA,NA
"16268",200056,"2007",NA,NA
"16269",200056,"2010",244,110
"16270",200056,"2000",NA,NA
"16271",200056,"2002",NA,NA
"16272",200056,"2008",NA,NA
"16273",200056,"2006",NA,NA
"16274",200056,"1999",NA,NA
"16275",200056,"2005",NA,NA
"16276",200056,"2004",NA,NA
"16277",200060,"1998",NA,NA
"16278",200060,"2008",NA,NA
"16279",200060,"2000",NA,NA
"16280",200060,"2010",NA,NA
"16281",200060,"2001",NA,NA
"16282",200060,"2009",NA,NA
"16283",200060,"1999",NA,NA
"16284",200060,"2006",NA,NA
"16285",200060,"2002",NA,NA
"16286",200060,"2011",35,9
"16287",200060,"2007",NA,NA
"16288",200060,"2003",NA,NA
"16289",200060,"2005",NA,NA
"16290",200060,"2004",NA,NA
"16291",200062,"1999",NA,NA
"16292",200062,"2000",NA,NA
"16293",200062,"2005",NA,NA
"16294",200062,"2006",NA,NA
"16295",200062,"1996",NA,NA
"16296",200062,"1998",NA,NA
"16297",200062,"1995",NA,NA
"16298",200062,"2004",NA,NA
"16299",200062,"1997",NA,NA
"16300",200062,"2003",NA,NA
"16301",200062,"2007",NA,NA
"16302",200062,"2001",NA,NA
"16303",200062,"2002",NA,NA
"16304",200063,"2006",NA,NA
"16305",200063,"1998",NA,NA
"16306",200063,"1996",NA,NA
"16307",200063,"2003",NA,NA
"16308",200063,"1994",NA,NA
"16309",200063,"1999",NA,NA
"16310",200063,"2002",NA,NA
"16311",200063,"2004",NA,NA
"16312",200063,"1995",NA,NA
"16313",200063,"2005",NA,NA
"16314",200063,"1997",NA,NA
"16315",200063,"2001",NA,NA
"16316",200063,"2000",NA,NA
"16317",200065,"1998",NA,NA
"16318",200065,"2005",NA,NA
"16319",200065,"1999",NA,NA
"16320",200065,"2006",NA,NA
"16321",200065,"1996",NA,NA
"16322",200065,"2002",NA,NA
"16323",200065,"2003",NA,NA
"16324",200065,"2004",NA,NA
"16325",200065,"2001",NA,NA
"16326",200065,"2007",NA,NA
"16327",200065,"2008",NA,NA
"16328",200065,"1997",NA,NA
"16329",200065,"2000",NA,NA
"16330",200065,"1995",NA,NA
"16331",200065,"2009",NA,NA
"16332",200067,"2005",NA,NA
"16333",200067,"1996",NA,NA
"16334",200067,"2007",NA,NA
"16335",200067,"2002",NA,NA
"16336",200067,"2004",NA,NA
"16337",200067,"2018",81,54
"16338",200067,"2003",NA,NA
"16339",200067,"2016",110,54
"16340",200067,"2011",NA,NA
"16341",200067,"2001",NA,NA
"16342",200067,"2008",NA,NA
"16343",200067,"1999",NA,NA
"16344",200067,"1998",NA,NA
"16345",200067,"1997",NA,NA
"16346",200067,"2006",NA,NA
"16347",200067,"2010",NA,NA
"16348",200067,"2017",132,85
"16349",200067,"2009",NA,NA
"16350",200067,"1995",NA,NA
"16351",200067,"2018",235,110
"16352",200067,"2017",83,49
"16353",200067,"2000",NA,NA
"16354",200068,"2002",NA,NA
"16355",200068,"2008",250,140
"16356",200068,"2006",NA,NA
"16357",200068,"1999",NA,NA
"16358",200068,"1996",NA,NA
"16359",200068,"2003",NA,NA
"16360",200068,"2009",194,99
"16361",200068,"2007",NA,NA
"16362",200068,"1997",NA,NA
"16363",200068,"2001",NA,NA
"16364",200068,"1998",NA,NA
"16365",200068,"2010",405,198
"16366",200068,"2000",NA,NA
"16367",200068,"2008",NA,NA
"16368",200068,"2004",NA,NA
"16369",200068,"2007",437,262
"16370",200068,"2010",88,56
"16371",200068,"2005",NA,NA
"16372",200068,"2009",283,171
"16373",200069,"2012",NA,NA
"16374",200069,"2008",NA,NA
"16375",200069,"2004",NA,NA
"16376",200069,"1999",NA,NA
"16377",200069,"2007",NA,NA
"16378",200069,"2005",NA,NA
"16379",200069,"2003",NA,NA
"16380",200069,"2010",NA,NA
"16381",200069,"2002",NA,NA
"16382",200069,"2014",117,55
"16383",200069,"2011",NA,NA
"16384",200069,"2013",931,501
"16385",200069,"2001",NA,NA
"16386",200069,"1998",NA,NA
"16387",200069,"2006",NA,NA
"16388",200069,"2000",NA,NA
"16389",200069,"2009",NA,NA
"16390",200069,"2009",1509,830
"16391",200069,"2014",337,184
"16392",200069,"2013",587,363
"16393",200071,"2004",NA,NA
"16394",200071,"1995",NA,NA
"16395",200071,"1996",NA,NA
"16396",200071,"2005",NA,NA
"16397",200071,"2002",NA,NA
"16398",200071,"2000",NA,NA
"16399",200071,"1999",NA,NA
"16400",200071,"1997",NA,NA
"16401",200071,"1998",NA,NA
"16402",200071,"2001",NA,NA
"16403",200072,"2004",NA,NA
"16404",200072,"2006",68,41
"16405",200072,"2005",NA,NA
"16406",200072,"1994",NA,NA
"16407",200072,"1996",NA,NA
"16408",200072,"2002",NA,NA
"16409",200072,"1998",NA,NA
"16410",200072,"1999",NA,NA
"16411",200072,"2000",NA,NA
"16412",200072,"2001",NA,NA
"16413",200072,"2008",NA,NA
"16414",200072,"2003",NA,NA
"16415",200072,"1993",NA,NA
"16416",200072,"2006",NA,NA
"16417",200078,"2000",NA,NA
"16418",200078,"2006",NA,NA
"16419",200078,"2001",NA,NA
"16420",200078,"1996",NA,NA
"16421",200078,"1998",NA,NA
"16422",200078,"2002",NA,NA
"16423",200078,"1999",NA,NA
"16424",200078,"2003",NA,NA
"16425",200078,"2004",NA,NA
"16426",200079,"2009",857,558
"16427",200079,"2003",NA,NA
"16428",200079,"2007",NA,NA
"16429",200079,"2000",NA,NA
"16430",200079,"1999",NA,NA
"16431",200079,"2002",NA,NA
"16432",200079,"2006",NA,NA
"16433",200079,"2011",NA,NA
"16434",200079,"2010",NA,NA
"16435",200079,"2012",NA,NA
"16436",200079,"2011",471,250
"16437",200079,"2020",244,137
"16438",200079,"2005",NA,NA
"16439",200079,"2021",183,94
"16440",200079,"2004",NA,NA
"16441",200079,"2001",NA,NA
"16442",200079,"2009",265,140
"16443",200083,"1999",NA,NA
"16444",200083,"1998",NA,NA
"16445",200083,"2002",NA,NA
"16446",200083,"2008",58,26
"16447",200083,"2008",61,39
"16448",200083,"2001",NA,NA
"16449",200083,"2003",NA,NA
"16450",200083,"2009",134,71
"16451",200083,"2005",NA,NA
"16452",200083,"1997",NA,NA
"16453",200083,"2004",NA,NA
"16454",200083,"2000",NA,NA
"16455",200083,"1996",NA,NA
"16456",200083,"2011",NA,NA
"16457",200083,"2006",224,114
"16458",200083,"2011",46,32
"16459",200085,"1994",NA,NA
"16460",200085,"2005",NA,NA
"16461",200085,"2008",NA,NA
"16462",200085,"2009",NA,NA
"16463",200085,"2000",NA,NA
"16464",200085,"2001",NA,NA
"16465",200085,"1993",NA,NA
"16466",200085,"1997",NA,NA
"16467",200085,"1999",NA,NA
"16468",200085,"1992",NA,NA
"16469",200085,"2002",NA,NA
"16470",200085,"2006",NA,NA
"16471",200085,"2003",NA,NA
"16472",200085,"1996",NA,NA
"16473",200085,"2007",1300,746
"16474",200085,"1998",NA,NA
"16475",200085,"2004",NA,NA
"16476",200085,"1995",NA,NA
"16477",200085,"2007",NA,NA
"16478",200086,"1992",NA,NA
"16479",200086,"1990",NA,NA
"16480",200086,"2001",NA,NA
"16481",200086,"2003",NA,NA
"16482",200086,"2005",NA,NA
"16483",200086,"1993",NA,NA
"16484",200086,"1989",NA,NA
"16485",200086,"1996",NA,NA
"16486",200086,"2002",NA,NA
"16487",200086,"2000",NA,NA
"16488",200086,"1994",NA,NA
"16489",200086,"1991",NA,NA
"16490",200086,"2004",NA,NA
"16491",200086,"1998",NA,NA
"16492",200086,"1997",NA,NA
"16493",200086,"1995",NA,NA
"16494",200086,"1999",NA,NA
"16495",200087,"2001",NA,NA
"16496",200087,"2002",NA,NA
"16497",200087,"1996",NA,NA
"16498",200087,"1993",NA,NA
"16499",200087,"2005",66,32
"16500",200087,"1994",NA,NA
"16501",200087,"2000",NA,NA
"16502",200087,"1999",NA,NA
"16503",200087,"2003",48,19
"16504",200087,"1998",NA,NA
"16505",200087,"1997",NA,NA
"16506",200090,"2004",NA,NA
"16507",200090,"2000",NA,NA
"16508",200090,"2003",NA,NA
"16509",200090,"2005",NA,NA
"16510",200090,"1997",NA,NA
"16511",200090,"1999",NA,NA
"16512",200090,"2002",NA,NA
"16513",200090,"2001",NA,NA
"16514",200090,"1994",NA,NA
"16515",200091,"2000",NA,NA
"16516",200091,"1993",NA,NA
"16517",200091,"1999",NA,NA
"16518",200091,"2005",NA,NA
"16519",200091,"2001",NA,NA
"16520",200091,"1995",NA,NA
"16521",200091,"2002",NA,NA
"16522",200091,"1997",NA,NA
"16523",200091,"2003",NA,NA
"16524",200091,"1998",NA,NA
"16525",200091,"1996",NA,NA
"16526",200091,"1994",NA,NA
"16527",200096,"2004",NA,NA
"16528",200096,"1990",NA,NA
"16529",200096,"2002",NA,NA
"16530",200096,"2001",NA,NA
"16531",200096,"1993",NA,NA
"16532",200096,"1992",NA,NA
"16533",200096,"1996",NA,NA
"16534",200096,"2006",578,382
"16535",200096,"1995",NA,NA
"16536",200096,"1994",NA,NA
"16537",200096,"1997",NA,NA
"16538",200096,"2005",NA,NA
"16539",200096,"2006",NA,NA
"16540",200096,"1991",NA,NA
"16541",200096,"1999",NA,NA
"16542",200096,"2003",NA,NA
"16543",200096,"1998",NA,NA
"16544",200096,"1989",NA,NA
"16545",200096,"2000",NA,NA
"16546",200098,"2006",52,36
"16547",200098,"2005",NA,NA
"16548",200098,"1995",NA,NA
"16549",200098,"2000",NA,NA
"16550",200098,"1999",NA,NA
"16551",200098,"2003",NA,NA
"16552",200098,"2006",NA,NA
"16553",200098,"1998",NA,NA
"16554",200098,"2001",NA,NA
"16555",200098,"1997",NA,NA
"16556",200098,"2004",NA,NA
"16557",200098,"1996",NA,NA
"16558",200098,"2002",NA,NA
"16559",200103,"2004",NA,NA
"16560",200103,"1998",NA,NA
"16561",200103,"1997",NA,NA
"16562",200103,"2000",NA,NA
"16563",200103,"1999",NA,NA
"16564",200103,"2004",101,63
"16565",200103,"2005",NA,NA
"16566",200103,"2002",NA,NA
"16567",200103,"2003",NA,NA
"16568",200103,"2001",NA,NA
"16569",200103,"1996",NA,NA
"16570",200104,"2004",NA,NA
"16571",200104,"1999",NA,NA
"16572",200104,"2003",NA,NA
"16573",200104,"2009",NA,NA
"16574",200104,"2006",NA,NA
"16575",200104,"2001",NA,NA
"16576",200104,"2009",233,140
"16577",200104,"2008",NA,NA
"16578",200104,"1997",NA,NA
"16579",200104,"1998",NA,NA
"16580",200104,"2007",NA,NA
"16581",200104,"2000",NA,NA
"16582",200104,"2002",NA,NA
"16583",200104,"2005",NA,NA
"16584",200107,"1993",NA,NA
"16585",200107,"2005",NA,NA
"16586",200107,"2003",NA,NA
"16587",200107,"1998",NA,NA
"16588",200107,"1997",NA,NA
"16589",200107,"1996",NA,NA
"16590",200107,"2002",NA,NA
"16591",200107,"2007",NA,NA
"16592",200107,"2001",NA,NA
"16593",200107,"2004",NA,NA
"16594",200107,"2000",NA,NA
"16595",200107,"2006",NA,NA
"16596",200107,"1999",NA,NA
"16597",200107,"1995",NA,NA
"16598",200107,"1994",NA,NA
"16599",200108,"2008",NA,NA
"16600",200108,"1999",NA,NA
"16601",200108,"1997",NA,NA
"16602",200108,"2010",NA,NA
"16603",200108,"1998",NA,NA
"16604",200108,"2004",NA,NA
"16605",200108,"2009",1428,753
"16606",200108,"2009",NA,NA
"16607",200108,"2008",1228,602
"16608",200108,"2003",NA,NA
"16609",200108,"2000",NA,NA
"16610",200108,"2007",NA,NA
"16611",200108,"2002",NA,NA
"16612",200108,"2006",NA,NA
"16613",200108,"2005",NA,NA
"16614",200108,"2001",NA,NA
"16615",200109,"1998",NA,NA
"16616",200109,"1997",NA,NA
"16617",200109,"1999",NA,NA
"16618",200109,"1995",NA,NA
"16619",200109,"2003",NA,NA
"16620",200109,"2006",NA,NA
"16621",200109,"2004",NA,NA
"16622",200109,"1996",NA,NA
"16623",200109,"2002",NA,NA
"16624",200109,"2009",297,187
"16625",200109,"2007",NA,NA
"16626",200109,"2008",NA,NA
"16627",200109,"2000",NA,NA
"16628",200109,"2005",NA,NA
"16629",200109,"2009",827,413
"16630",200109,"2001",NA,NA
"16631",200110,"2002",NA,NA
"16632",200110,"1995",NA,NA
"16633",200110,"1996",NA,NA
"16634",200110,"1999",NA,NA
"16635",200110,"1997",NA,NA
"16636",200110,"1994",NA,NA
"16637",200110,"1998",NA,NA
"16638",200110,"2003",NA,NA
"16639",200110,"2004",NA,NA
"16640",200110,"2005",NA,NA
"16641",200110,"2000",NA,NA
"16642",200111,"2003",NA,NA
"16643",200111,"2005",NA,NA
"16644",200111,"1999",NA,NA
"16645",200111,"2001",NA,NA
"16646",200111,"2004",NA,NA
"16647",200111,"2002",NA,NA
"16648",200111,"2000",NA,NA
"16649",200117,"2000",NA,NA
"16650",200117,"1998",NA,NA
"16651",200117,"1993",NA,NA
"16652",200117,"2002",NA,NA
"16653",200117,"2006",NA,NA
"16654",200117,"2001",NA,NA
"16655",200117,"2004",NA,NA
"16656",200117,"1999",NA,NA
"16657",200117,"2007",87,51
"16658",200117,"1994",NA,NA
"16659",200117,"2005",NA,NA
"16660",200117,"2007",56,23
"16661",200118,"2002",NA,NA
"16662",200118,"2000",NA,NA
"16663",200118,"2009",273,125
"16664",200118,"1995",NA,NA
"16665",200118,"2009",190,116
"16666",200118,"2003",NA,NA
"16667",200118,"2004",NA,NA
"16668",200118,"1993",NA,NA
"16669",200118,"1992",NA,NA
"16670",200118,"2006",NA,NA
"16671",200118,"1996",NA,NA
"16672",200118,"1991",NA,NA
"16673",200118,"1990",NA,NA
"16674",200118,"2005",NA,NA
"16675",200118,"1998",NA,NA
"16676",200118,"2010",94,39
"16677",200118,"2007",NA,NA
"16678",200118,"1999",NA,NA
"16679",200118,"2008",NA,NA
"16680",200118,"1994",NA,NA
"16681",200118,"2001",NA,NA
"16682",200118,"1997",NA,NA
"16683",200118,"2008",712,327
"16684",200120,"2009",NA,NA
"16685",200120,"2012",NA,NA
"16686",200120,"2011",NA,NA
"16687",200120,"2002",NA,NA
"16688",200120,"2011",1042,660
"16689",200120,"2001",NA,NA
"16690",200120,"1998",NA,NA
"16691",200120,"2012",122,94
"16692",200120,"2000",NA,NA
"16693",200120,"2008",66,37
"16694",200120,"2010",299,147
"16695",200120,"1999",NA,NA
"16696",200120,"2004",NA,NA
"16697",200120,"2008",138,62
"16698",200120,"2003",NA,NA
"16699",200120,"2005",NA,NA
"16700",200120,"2006",NA,NA
"16701",200120,"2010",65,42
"16702",200121,"2005",NA,NA
"16703",200121,"2004",NA,NA
"16704",200121,"2006",NA,NA
"16705",200121,"2009",60,26
"16706",200121,"2008",NA,NA
"16707",200121,"2007",NA,NA
"16708",200121,"2002",NA,NA
"16709",200121,"2003",NA,NA
"16710",200121,"2001",NA,NA
"16711",200121,"2000",NA,NA
"16712",200122,"2003",NA,NA
"16713",200122,"2002",NA,NA
"16714",200122,"1998",NA,NA
"16715",200122,"2000",NA,NA
"16716",200122,"2005",NA,NA
"16717",200122,"2004",NA,NA
"16718",200122,"2001",NA,NA
"16719",200122,"1999",NA,NA
"16720",200123,"1997",NA,NA
"16721",200123,"1995",NA,NA
"16722",200123,"1999",NA,NA
"16723",200123,"2002",NA,NA
"16724",200123,"2000",NA,NA
"16725",200123,"2005",NA,NA
"16726",200123,"2003",NA,NA
"16727",200123,"1998",NA,NA
"16728",200123,"1996",NA,NA
"16729",200123,"2001",NA,NA
"16730",200123,"2004",NA,NA
"16731",200124,"2009",NA,NA
"16732",200124,"2006",NA,NA
"16733",200124,"2012",NA,NA
"16734",200124,"2002",NA,NA
"16735",200124,"1995",NA,NA
"16736",200124,"2000",NA,NA
"16737",200124,"2011",NA,NA
"16738",200124,"1991",NA,NA
"16739",200124,"1993",NA,NA
"16740",200124,"2001",NA,NA
"16741",200124,"1992",NA,NA
"16742",200124,"1998",NA,NA
"16743",200124,"2014",NA,NA
"16744",200124,"2013",NA,NA
"16745",200124,"1996",NA,NA
"16746",200124,"1994",NA,NA
"16747",200124,"2010",NA,NA
"16748",200124,"2005",NA,NA
"16749",200124,"2004",NA,NA
"16750",200124,"2008",NA,NA
"16751",200124,"2007",NA,NA
"16752",200124,"1999",NA,NA
"16753",200124,"1997",NA,NA
"16754",200124,"2009",182,93
"16755",200124,"2003",NA,NA
"16756",200126,"2001",NA,NA
"16757",200126,"1998",NA,NA
"16758",200126,"2002",NA,NA
"16759",200126,"2003",NA,NA
"16760",200126,"1999",NA,NA
"16761",200126,"2005",NA,NA
"16762",200126,"2000",NA,NA
"16763",200126,"2004",NA,NA
"16764",200128,"2001",NA,NA
"16765",200128,"2000",NA,NA
"16766",200128,"1991",NA,NA
"16767",200128,"1999",NA,NA
"16768",200128,"1996",NA,NA
"16769",200128,"2008",NA,NA
"16770",200128,"1993",NA,NA
"16771",200128,"2005",NA,NA
"16772",200128,"2007",NA,NA
"16773",200128,"1992",NA,NA
"16774",200128,"2007",83,40
"16775",200128,"1994",NA,NA
"16776",200128,"2002",NA,NA
"16777",200128,"2003",NA,NA
"16778",200128,"2006",NA,NA
"16779",200128,"1995",NA,NA
"16780",200128,"2004",NA,NA
"16781",200128,"1997",NA,NA
"16782",200128,"1998",NA,NA
"16783",200293,"1987",NA,NA
"16784",200293,"1990",NA,NA
"16785",200293,"1985",NA,NA
"16786",200293,"1981",NA,NA
"16787",200293,"1973",NA,NA
"16788",200293,"1991",NA,NA
"16789",200293,"1984",NA,NA
"16790",200293,"2004",50,34
"16791",200293,"1979",NA,NA
"16792",200293,"1986",NA,NA
"16793",200293,"1974",NA,NA
"16794",200293,"1988",NA,NA
"16795",200293,"2002",NA,NA
"16796",200293,"1976",NA,NA
"16797",200293,"1972",NA,NA
"16798",200293,"1983",NA,NA
"16799",200293,"1994",NA,NA
"16800",200293,"1977",NA,NA
"16801",200293,"1982",NA,NA
"16802",200293,"1989",NA,NA
"16803",200293,"1980",NA,NA
"16804",200293,"2005",NA,NA
"16805",200293,"1978",NA,NA
"16806",200293,"1993",NA,NA
"16807",200293,"1975",NA,NA
"16808",200293,"1992",NA,NA
"16809",200293,"2004",NA,NA
"16810",200554,"1996",NA,NA
"16811",200554,"2006",NA,NA
"16812",200554,"1994",NA,NA
"16813",200554,"2007",63,38
"16814",200554,"1995",NA,NA
"16815",200554,"1999",NA,NA
"16816",200554,"1986",NA,NA
"16817",200554,"2005",NA,NA
"16818",200554,"1998",NA,NA
"16819",200554,"1993",NA,NA
"16820",200554,"1987",NA,NA
"16821",200554,"1988",NA,NA
"16822",200554,"2007",192,109
"16823",200554,"2008",99,55
"16824",200554,"1990",NA,NA
"16825",200554,"1989",NA,NA
"16826",200554,"1992",NA,NA
"16827",200554,"1991",NA,NA
"16828",200554,"1997",NA,NA
"16829",200617,"1996",NA,NA
"16830",200617,"1993",NA,NA
"16831",200617,"1991",NA,NA
"16832",200617,"2011",NA,NA
"16833",200617,"1989",NA,NA
"16834",200617,"2013",NA,NA
"16835",200617,"2008",49,22
"16836",200617,"2013",844,507
"16837",200617,"2014",847,513
"16838",200617,"2017",33,7
"16839",200617,"2011",1746,868
"16840",200617,"1990",NA,NA
"16841",200617,"1995",NA,NA
"16842",200617,"1992",NA,NA
"16843",200617,"2009",NA,NA
"16844",200617,"2015",NA,NA
"16845",200617,"2010",NA,NA
"16846",200617,"2012",NA,NA
"16847",200617,"2014",NA,NA
"16848",200617,"1994",NA,NA
"16849",200695,"1992",NA,NA
"16850",200695,"1999",NA,NA
"16851",200695,"1997",NA,NA
"16852",200695,"2005",NA,NA
"16853",200695,"1998",NA,NA
"16854",200695,"1993",NA,NA
"16855",200695,"2000",NA,NA
"16856",200695,"1996",NA,NA
"16857",200695,"1995",NA,NA
"16858",200695,"1994",NA,NA
"16859",200697,"1993",NA,NA
"16860",200697,"2005",NA,NA
"16861",200697,"1997",NA,NA
"16862",200697,"2003",NA,NA
"16863",200697,"1999",NA,NA
"16864",200697,"2001",NA,NA
"16865",200697,"1994",NA,NA
"16866",200697,"1998",NA,NA
"16867",200697,"1996",NA,NA
"16868",200697,"1995",NA,NA
"16869",200697,"2004",NA,NA
"16870",200697,"2000",NA,NA
"16871",200697,"2002",NA,NA
"16872",200700,"2001",NA,NA
"16873",200700,"1989",NA,NA
"16874",200700,"1999",NA,NA
"16875",200700,"1990",NA,NA
"16876",200700,"1996",NA,NA
"16877",200700,"1991",NA,NA
"16878",200700,"1997",NA,NA
"16879",200700,"1993",NA,NA
"16880",200700,"2002",NA,NA
"16881",200700,"2004",NA,NA
"16882",200700,"1992",NA,NA
"16883",200700,"2000",NA,NA
"16884",200700,"2005",NA,NA
"16885",200700,"2003",NA,NA
"16886",200700,"1998",NA,NA
"16887",200700,"1994",NA,NA
"16888",200700,"1995",NA,NA
"16889",200707,"1993",NA,NA
"16890",200707,"1996",NA,NA
"16891",200707,"1994",NA,NA
"16892",200707,"1992",NA,NA
"16893",200707,"2005",NA,NA
"16894",200707,"2006",NA,NA
"16895",200707,"2001",NA,NA
"16896",200707,"1995",NA,NA
"16897",200709,"2010",NA,NA
"16898",200709,"2003",NA,NA
"16899",200709,"1999",NA,NA
"16900",200709,"2002",NA,NA
"16901",200709,"1993",NA,NA
"16902",200709,"1992",NA,NA
"16903",200709,"1994",NA,NA
"16904",200709,"2007",NA,NA
"16905",200709,"2001",NA,NA
"16906",200709,"2009",NA,NA
"16907",200709,"2008",NA,NA
"16908",200709,"1991",NA,NA
"16909",200709,"2006",67,34
"16910",200709,"2004",NA,NA
"16911",200709,"2000",NA,NA
"16912",200713,"2004",NA,NA
"16913",200713,"1997",NA,NA
"16914",200713,"1994",NA,NA
"16915",200713,"1993",NA,NA
"16916",200713,"2005",NA,NA
"16917",200713,"2003",NA,NA
"16918",200713,"1995",NA,NA
"16919",200713,"2001",NA,NA
"16920",200713,"2000",NA,NA
"16921",200713,"1999",NA,NA
"16922",200713,"2002",NA,NA
"16923",200713,"1998",NA,NA
"16924",200713,"1996",NA,NA
"16925",200720,"2004",NA,NA
"16926",200720,"2006",66,37
"16927",200720,"2003",NA,NA
"16928",200720,"1995",NA,NA
"16929",200720,"2001",NA,NA
"16930",200720,"1996",NA,NA
"16931",200720,"1994",NA,NA
"16932",200720,"2002",NA,NA
"16933",200720,"1992",NA,NA
"16934",200720,"1997",NA,NA
"16935",200720,"2000",NA,NA
"16936",200720,"2005",NA,NA
"16937",200727,"2000",NA,NA
"16938",200727,"2003",NA,NA
"16939",200727,"2004",NA,NA
"16940",200727,"1999",NA,NA
"16941",200727,"2002",NA,NA
"16942",200727,"1996",NA,NA
"16943",200727,"1995",NA,NA
"16944",200727,"2005",NA,NA
"16945",200727,"1994",NA,NA
"16946",200727,"1991",NA,NA
"16947",200727,"1998",NA,NA
"16948",200727,"1993",NA,NA
"16949",200727,"2001",NA,NA
